timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
625660.8303895, -9.289080913066865, 1.5193402227759363, 2.030075798928738, 0.002361239865422249, 0.008028133772313595, 0.002539536915719509
625660.8403895, -9.246419627666475, 1.5543673834204674, 1.9718457171320916, 0.0063903359696269035, 0.012971227057278156, 0.002521960064768791
625660.8503885, -9.170678304433823, 1.5834069952368737, 1.9278370870649815, 0.00764841353520751, 0.007652095053344965, 0.004051413387060165
625660.8603875, -9.182353439927102, 1.6250204595923425, 1.9685527114570143, 0.005267281085252762, 0.001901531359180808, 0.004153678193688393
625660.8703865, -9.323808696269989, 1.6351991464197637, 1.9963946673274042, 0.00802138727158308, 0.002769741928204894, -0.00336651923134923
625660.8803865, -9.40763554930687, 1.6148417727649214, 2.0477383370697497, 0.005931339226663113, 0.0026951732579618692, -0.006846471689641476
625660.8903855, -9.487569910883904, 1.5805630557239057, 2.119141026288271, 0.010063838213682175, 0.001476083300076425, -0.006944797467440367
625660.9003845, -9.53576850950718, 1.5470326361060143, 2.195931340008974, 0.012093434110283852, 0.0068559348583221436, -0.008778916671872139
625660.9103835, -9.546397578120231, 1.516496283262968, 2.2790068258345126, 0.014306914061307907, 0.009759950451552868, -0.0022075388114899397
625660.9203835, -9.538015009760857, 1.4714401245117188, 2.3641804388165477, 0.012996905483305454, 0.014178933575749397, 0.0014583026058971882
625660.9303825, -9.529482167959214, 1.4151570193469525, 2.382442170381546, 0.008425400592386723, 0.015528024174273014, 0.006678858771920204
625660.9403815, -9.557474543452264, 1.3977932739257812, 2.347714679539204, 0.0051409234292805195, 0.015508849173784256, 0.008570236153900623
625660.9503805, -9.534721857905389, 1.3895602481067182, 2.2966705334186557, 0.0017523951828479767, 0.007887967862188816, 0.007905997335910797
625660.9603805001, -9.43757387816906, 1.3832734680175782, 2.221227710545063, -0.0012921304441988468, 0.0029296951834112406, 0.001246762927621603
625660.9703795001, -9.429193063974381, 1.352587426453829, 2.167790006697178, 0.0026156562380492687, -0.0035496281925588846, -0.0011635655537247658
625660.9803785001, -9.44385963499546, 1.3266908392310144, 2.1483294497430325, 0.001471828669309616, -0.004879078362137079, -0.007411074824631214
625660.9903775001, -9.46631411254406, 1.2961546325683595, 2.168537134677172, 0.009789815172553062, -0.00395644037052989, -0.01066981814801693
625661.0003775001, -9.411827418208123, 1.2645701663196087, 2.18515272885561, 0.015007746405899525, -0.000915376702323556, -0.009335573762655258
625661.0103765001, -9.385482203364372, 1.2451106326282024, 2.2198812429606916, 0.013676106929779053, -0.0006576816085726023, -0.0036845612339675426
625661.0203755001, -9.42215710937977, 1.2918138058483601, 2.28574354916811, 0.014145090244710445, 0.01055049803107977, -0.00014948099851608276
625661.0303745001, -9.47439847290516, 1.2756472778320314, 2.254009686559439, 0.01388261467218399, 0.014593265019357204, 0.003528767265379429
625661.0403745001, -9.425600534677505, 1.299896996766329, 2.262990863621235, 0.013377679511904716, 0.010159101337194443, 0.003928774036467075
625661.0503735, -9.37530337035656, 1.2879216067492962, 2.265087528973818, 0.014417880214750767, 0.008949832990765572, 0.002738073468208313
625661.0603725, -9.375602163076401, 1.2307403692603112, 2.2406873904168605, 0.013149150647222996, 0.004105276428163052, 0.006307242438197136
625661.0703715, -9.401200688481332, 1.2147241146862509, 2.262392693459988, 0.01693391241133213, 0.009415113367140293, 0.007835130207240582
625661.0803715, -9.393266016840935, 1.1731103579699993, 2.2161382940411567, 0.019533157348632812, 0.01773136667907238, 0.008945934474468231
625661.0903705, -9.385782750248909, 1.1946656799316406, 2.192188098728657, 0.018854394555091858, 0.014163282699882984, 0.011475359089672565
625661.1003695, -9.408383992910386, 1.2542414984107018, 2.207755287140608, 0.023240353912115097, 0.013227181509137154, 0.009713144972920418
625661.1103685, -9.41691683471203, 1.3088780276477336, 2.1734767162799837, 0.02344554103910923, 0.019482389092445374, 0.004986266605556011
625661.1203685, -9.493858006596566, 1.3340260250866414, 2.1785670098662377, 0.02182420715689659, 0.009822038933634758, -0.0006545749492943287
625661.1303675, -9.580226644277573, 1.3540838751196862, 2.215240161716938, 0.02455485425889492, 0.008339541964232922, -0.006307774689048529
625661.1403665, -9.552683919668198, 1.3715974554419519, 2.2293111938238144, 0.029537096619606018, 0.012645606882870197, -0.010416233912110329
625661.1503655, -9.523494034409524, 1.3512397894263268, 2.234101963788271, 0.028893573209643364, 0.013423540629446507, -0.007994734682142735
625661.1603655, -9.550737966299058, 1.334774030148983, 2.286193200051785, 0.03186166658997536, 0.02274007722735405, -0.005103606730699539
625661.1703645, -9.528283488750459, 1.308728046566248, 2.3001127892732622, 0.03561977297067642, 0.02813803218305111, -0.006262363400310278
625661.1803635, -9.538764622807504, 1.2852273559570313, 2.324214719831944, 0.03836628794670105, 0.026545461267232895, -0.0055981711484491825
625661.1903625, -9.566605555415155, 1.2657676760852337, 2.40160276517272, 0.0355895459651947, 0.028220737352967262, -0.006298484280705452
625661.2003625, -9.61241030395031, 1.2545410220324993, 2.418218213170767, 0.030541790649294853, 0.034266382455825806, -0.005856133531779051
625661.2103615, -9.661207657456398, 1.2795388922095299, 2.382292920202017, 0.02877303585410118, 0.02869408205151558, -0.001126062124967575
625661.2203605, -9.595945714116096, 1.293160858154297, 2.3080480456352235, 0.02467895857989788, 0.02857770211994648, -0.0008253916166722775
625661.2303595, -9.527388280034065, 1.306034234315157, 2.2073072442412376, 0.025120165199041367, 0.022378236055374146, 0.004551640711724758
625661.2403595, -9.492958704829217, 1.358275305479765, 2.1168954031169416, 0.02580060251057148, 0.016842322424054146, 0.006844888441264629
625661.2503585, -9.477690455317498, 1.3585748291015625, 1.9998385311663152, 0.03378472104668617, 0.019997823983430862, 0.007009127177298069
625661.2603575, -9.464517263174058, 1.3739924749732018, 1.9154140926897527, 0.03583429008722305, 0.020816480740904808, 0.005628544837236404
625661.2703565, -9.507627614736558, 1.383572553098202, 1.9413095104694367, 0.03852572292089462, 0.012158902361989021, 0.00424658227711916
625661.2803565001, -9.51945360839367, 1.3635144107043744, 1.977534619420767, 0.04508642107248306, 0.012491264380514622, 4.166271537542343e-06
625661.2903555001, -9.505831934809684, 1.3419592349231244, 1.9681040838360788, 0.04439734295010567, 0.015125689096748829, -0.0007356270216405392
625661.3003545001, -9.452991816401482, 1.3281878726184368, 2.043547783792019, 0.044030092656612396, 0.009986854158341885, -0.005209204740822315
625661.3103535001, -9.471404698491098, 1.2906161499023439, 2.142640985995531, 0.045338813215494156, 0.0065606506541371346, -0.0036965147592127323
625661.3203535001, -9.484426447749138, 1.2355305545032025, 2.1879972530901433, 0.04482802003622055, 0.013294986449182034, -0.0068417079746723175
625661.3303525001, -9.480235163569452, 1.2000544738769532, 2.2406870980560782, 0.046844255179166794, 0.01687764562666416, -0.007391336373984814
625661.3403515001, -9.509723841547967, 1.182840270996094, 2.3231657293438914, 0.04901127144694328, 0.01968967728316784, -0.004136687610298395
625661.3503505001, -9.538315556645394, 1.1684701538085938, 2.3977112969756127, 0.05043575540184975, 0.025632716715335846, -0.004168582148849964
625661.3603505001, -9.56645469725132, 1.1831395022571087, 2.4177691470086575, 0.04961896315217018, 0.03781747817993164, -0.0034862803295254707
625661.3703495001, -9.516458664536477, 1.16936799377203, 2.42285812497139, 0.05030851066112518, 0.037893179804086685, -0.0013924441300332546
625661.3803485, -9.487269363999367, 1.1629313787817956, 2.4249542056024076, 0.05117030814290047, 0.036390889436006546, -0.001052625011652708
625661.3903485, -9.52035291016102, 1.1654765255749227, 2.3909750121831896, 0.04744163900613785, 0.040080778300762177, -0.0013160556554794312
625661.4003475, -9.534272791743279, 1.208137664794922, 2.310142956823111, 0.04755029454827309, 0.037792593240737915, -0.004157648421823978
625661.4103465, -9.463770573735237, 1.2096345520019531, 2.2135949014127254, 0.048056453466415405, 0.03791074827313423, -0.006868103984743357
625661.4203455, -9.415421116948128, 1.1840377807617188, 2.134109752178192, 0.05054943636059761, 0.027955055236816406, -0.010081473737955093
625661.4303455, -9.428144658207893, 1.1792477416992189, 2.1200390124320987, 0.05185076966881752, 0.02116287872195244, -0.011602185666561127
625661.4403445, -9.435478236079216, 1.187181097716093, 2.092046344578266, 0.0558449812233448, 0.027403730899095535, -0.017303748056292534
625661.4503435, -9.38563130736351, 1.165625921934843, 2.086057918667793, 0.05807152017951012, 0.024535734206438065, -0.020694004371762276
625661.4603425, -9.375602747797966, 1.1633805911242963, 2.179913769811392, 0.06269902735948563, 0.011632717214524746, -0.022616539150476456
625661.4703425, -9.424850336909294, 1.1050021362304687, 2.3466678817570212, 0.06500370800495148, 0.016098571941256523, -0.027109947055578232
625661.4803415, -9.461523488759996, 1.0553051885962488, 2.389477978795767, 0.06553979963064194, 0.030299080535769463, -0.027982665225863457
625661.4903405, -9.489964345693588, 1.0123445257544519, 2.447706744968891, 0.06741512566804886, 0.03308446332812309, -0.025814536958932877
625661.5003395, -9.440267690420152, 0.9798620733618737, 2.457586931437254, 0.07073821127414703, 0.03416117653250694, -0.02167944610118866
625661.5103395, -9.396410649418831, 0.9874964904785156, 2.409836083352566, 0.07148946076631546, 0.03113575093448162, -0.021240103989839554
625661.5203385, -9.381591466069223, 0.9943821716308594, 2.3083468383550647, 0.07059863209724426, 0.032769329845905304, -0.024675849825143814
625661.5303375, -9.354796015620233, 1.0035130374133587, 2.215689081698656, 0.07346007972955704, 0.027017742395401, -0.031897105276584625
625661.5403365, -9.300757802724839, 1.0080035528540612, 2.127372151762247, 0.07556291669607162, 0.022759879007935524, -0.04047567769885063
625661.5503365, -9.23160219848156, 0.9877957217395306, 2.0616601189970973, 0.0807916596531868, 0.018501389771699905, -0.048696622252464294
625661.5603355, -9.189540252685548, 0.9994714419543743, 1.9981922475993634, 0.08238289505243301, 0.022284943610429764, -0.051419440656900406
625661.5703345, -9.183252741694451, 0.9991720645129681, 2.0055268487334255, 0.08896957337856293, 0.022474467754364014, -0.05189017578959465
625661.5803350001, -9.169629898667337, 1.0410847601294517, 1.9523866219818593, 0.08784332126379013, 0.02979043684899807, -0.050296537578105927
625661.5903340001, -9.218129044175148, 1.12386262267828, 1.9046359200775624, 0.08530420809984207, 0.03622913733124733, -0.042407553642988205
625661.6003330001, -9.18579686522484, 1.1847859320044518, 1.8504490417242052, 0.08781183511018753, 0.03292495384812355, -0.03502367436885834
625661.6103320001, -9.208251342773439, 1.2259506225585939, 1.8127277764678003, 0.09205611795186996, 0.028858575969934464, -0.034584783017635345
625661.6203320001, -9.378296560049057, 1.2261000189185143, 1.8223080007731915, 0.10007862001657486, 0.03580622747540474, -0.042354557663202286
625661.6303310001, -9.522598240971567, 1.206640923768282, 1.8952059692144394, 0.1058088168501854, 0.03516111522912979, -0.052906956523656845
625661.6403300001, -9.592052637934685, 1.2262498538196087, 2.0287281619012356, 0.104548878967762, 0.038255177438259125, -0.0619816780090332
625661.6503290001, -9.627378591299058, 1.280736401975155, 2.1020763659477235, 0.10235342383384705, 0.03997272625565529, -0.06508512049913406
625661.6603290001, -9.618695476055146, 1.3846202279627324, 2.140695324987173, 0.10065752267837524, 0.04021001234650612, -0.059755608439445496
625661.6703280001, -9.61001645386219, 1.450333868712187, 2.148928643167019, 0.09729023277759552, 0.04377580061554909, -0.05354329198598862
625661.680327, -9.678424783945085, 1.49209716796875, 2.1004292052984237, 0.09609607607126236, 0.04824059084057808, -0.04845825210213661
625661.690326, -9.770482177734376, 1.5160472171008588, 2.1212369607388974, 0.09643589705228806, 0.05293574184179306, -0.048292335122823715
625661.700326, -9.826913071274758, 1.4953900274634362, 2.144737066626549, 0.09928441047668457, 0.052313096821308136, -0.048529624938964844
625661.710325, -9.86718050658703, 1.554666907042265, 2.1992243456840517, 0.09264730662107468, 0.06005929782986641, -0.05011641979217529
625661.720324, -9.902506459951402, 1.6096025213599205, 2.187248517125845, 0.08836095035076141, 0.06349557638168335, -0.05190553143620491
625661.730324, -9.851012955307962, 1.72740754455328, 2.0933939816057685, 0.0828620120882988, 0.06483680009841919, -0.05046809837222099
625661.740323, -9.805209376215934, 1.8711088626086714, 1.8890678545832635, 0.07823050767183304, 0.06039118021726608, -0.05206786096096039
625661.750322, -9.681267115473748, 1.9826269595324995, 1.6965685983002188, 0.08020838350057602, 0.04876161366701126, -0.05385903641581535
625661.760321, -9.555680032968521, 2.0315753173828126, 1.544335461705923, 0.08600927889347076, 0.03505991771817207, -0.059349942952394485
625661.770321, -9.475296605229378, 1.9770886230468752, 1.5043693041801454, 0.08946194499731064, 0.021930763497948647, -0.06252261996269226
625661.78032, -9.498498356938363, 1.883533172607422, 1.5835544912517072, 0.09532036632299423, 0.023349694907665253, -0.06834881752729416
625661.790319, -9.500592829585075, 1.7236654727160932, 1.750306995213032, 0.09897740930318832, 0.028735006228089333, -0.06883463263511658
625661.800318, -9.506730651855468, 1.5783177249133589, 1.9802287240326406, 0.09763357788324356, 0.03315425291657448, -0.06631075590848923
625661.810318, -9.493556874990464, 1.5024253973364832, 2.1981755013763906, 0.09026362746953964, 0.04227227345108986, -0.05341625213623047
625661.820317, -9.453890533447266, 1.456471106261015, 2.3318481136858464, 0.08709447085857391, 0.052412524819374084, -0.041889555752277374
625661.830316, -9.331593679189682, 1.4072233709692956, 2.3942674331367018, 0.08718825876712799, 0.05556538328528404, -0.035827264189720154
625661.840316, -9.27426348388195, 1.3305827459692956, 2.4670165899395946, 0.08592832088470459, 0.05151977762579918, -0.0402824692428112
625661.850315, -9.390273411870004, 1.235979766845703, 2.5740441714227202, 0.08974634110927582, 0.044365156441926956, -0.04861673712730408
625661.860314, -9.475145747065545, 1.1253596560657024, 2.595450535565615, 0.09872972220182419, 0.05009415000677109, -0.05989522486925125
625661.870313, -9.469755783677101, 1.0656337103247644, 2.5792828381061557, 0.10402356833219528, 0.054511938244104385, -0.0627753809094429
625661.8803130001, -9.382038778066635, 1.0850932440161705, 2.584372839331627, 0.11047667264938354, 0.05256117135286331, -0.05413901060819626
625661.8903120001, -9.319917374253274, 1.1482618841528893, 2.563266437351704, 0.11322613060474396, 0.05473451688885689, -0.04369167238473892
625661.9003110001, -9.355843251943588, 1.20050324767828, 2.4921653182804584, 0.11469273269176483, 0.0677722841501236, -0.0435691699385643
625661.9103100001, -9.369164963364602, 1.217418073117733, 2.394867065101862, 0.11862623691558838, 0.062341704964637756, -0.044653017073869705
625661.9203100001, -9.319320958256721, 1.279239660948515, 2.363133202493191, 0.12270913273096085, 0.0539839081466198, -0.058077212423086166
625661.9303090001, -9.305100529789925, 1.2672647094726563, 2.2920314987003803, 0.1236497312784195, 0.047933731228113174, -0.07008658349514008
625661.9403080001, -9.351653721928598, 1.2976515197753906, 2.2571541729569438, 0.12200522422790527, 0.040108565241098404, -0.07626432180404663
625661.9503080001, -9.39132064819336, 1.3314810244739057, 2.184106077253819, 0.12318947911262512, 0.0455109067261219, -0.08010423183441162
625661.9603070001, -9.327851461172104, 1.3934518624842167, 2.038607178926468, 0.1279144585132599, 0.047934383153915405, -0.07678832858800888
625661.9703060001, -9.21483823120594, 1.490899658203125, 1.9294843938946724, 0.13308294117450714, 0.04797348380088806, -0.0719485729932785
625661.9803050001, -9.122929356694222, 1.5167956607043744, 1.8654180599749088, 0.136285662651062, 0.044335607439279556, -0.0696750357747078
625661.990305, -9.12906425535679, 1.543739191889763, 1.8601789547502996, 0.13689306378364563, 0.03970954939723015, -0.07187418639659882
625662.000304, -9.207950795888902, 1.5793655459582807, 1.923796807229519, 0.1388014853000641, 0.0398339182138443, -0.07788893580436707
625662.010303, -9.280400721430778, 1.6289123663306238, 1.8946075066924095, 0.13699311017990112, 0.03798765689134598, -0.07903195917606354
625662.020303, -9.264085820317268, 1.7286053466796876, 1.91391705930233, 0.14047999680042267, 0.03765050321817398, -0.07604256272315979
625662.030302, -9.227559433579446, 1.7917735482752324, 1.8989471639692785, 0.14495506882667542, 0.039034925401210785, -0.0676586776971817
625662.040301, -9.284590836167336, 1.8188673529028894, 1.9248447744548323, 0.14939722418785095, 0.046435315161943436, -0.06239014491438866
625662.0503, -9.403893916010857, 1.771266485899687, 1.9579256893694401, 0.15697771310806274, 0.05204181745648384, -0.05442078784108162
625662.0603, -9.44086819946766, 1.7354908816516401, 1.9886118771135808, 0.16420765221118927, 0.06465055048465729, -0.04834691807627678
625662.070299, -9.437572708725929, 1.71303742736578, 2.051032073646784, 0.16822810471057892, 0.06738431751728058, -0.042419880628585815
625662.080298, -9.401347453594209, 1.7080974072217943, 2.1134515392780306, 0.16678600013256073, 0.06931404769420624, -0.03924725577235222
625662.090297, -9.372757492661476, 1.71213914886117, 2.108661354035139, 0.1681434065103531, 0.06412647664546967, -0.037188634276390076
625662.100297, -9.399402669668198, 1.695523700863123, 2.1192891070246698, 0.16933384537696838, 0.06209821626543999, -0.041697099804878235
625662.110296, -9.469758122563363, 1.6859440612792969, 2.1046210741996765, 0.17559653520584106, 0.058779846876859665, -0.04678210988640785
625662.120295, -9.472300491929055, 1.6848959478735925, 2.0357635317742826, 0.18133725225925446, 0.0669775903224945, -0.053666118532419205
625662.130295, -9.457183100581169, 1.6778605780005456, 1.9796307000517845, 0.1902482807636261, 0.06161567196249962, -0.055629897862672806
625662.140294, -9.38533251464367, 1.6729207040369511, 1.9514884896576405, 0.1998463124036789, 0.059728290885686874, -0.052559006959199905
625662.150293, -9.346413447260858, 1.6589997991919518, 1.9499930642545225, 0.20433343946933746, 0.05416513979434967, -0.047267649322748184
625662.160293, -9.337582397460938, 1.6260684268176557, 1.9960955822467805, 0.2123277187347412, 0.05605412274599075, -0.04394828528165817
625662.170292, -9.385781580805778, 1.5711325201392174, 2.037261442244053, 0.2157762050628662, 0.055160220712423325, -0.04159341752529144
625662.180291, -9.422904383540153, 1.5506251654028893, 2.1260268536210063, 0.2220628708600998, 0.05270984396338463, -0.041896753013134
625662.19029, -9.483976796865464, 1.574425525814295, 2.1707831963896753, 0.22090166807174683, 0.05355624854564667, -0.048021361231803894
625662.2002900001, -9.648485285639763, 1.5925380071997643, 2.1957815051078797, 0.2232561707496643, 0.05750012397766113, -0.04845918342471123
625662.2102890001, -9.680220463871956, 1.598675537109375, 2.193834528476, 0.2271626740694046, 0.06164071708917618, -0.051923997700214386
625662.2202880001, -9.62887664794922, 1.5988249334692957, 2.1650950250029566, 0.22823965549468994, 0.05792907252907753, -0.049434736371040344
625662.2302870001, -9.612859954833985, 1.614093036800623, 2.188297361433506, 0.23172475397586823, 0.05489342287182808, -0.04992925003170967
625662.2402870001, -9.595197270512582, 1.5557147280871868, 2.171681036353111, 0.23578022420406342, 0.05888843163847923, -0.051996659487485886
625662.2502860001, -9.566605555415155, 1.476080182492733, 2.1281219109892846, 0.24049559235572815, 0.05832057446241379, -0.052384767681360245
625662.2602850001, -9.594746450185776, 1.4180008126795292, 2.146683750897646, 0.24329644441604614, 0.05140328034758568, -0.05410463735461235
625662.2702850001, -9.669892526865006, 1.391955267637968, 2.1245298202335836, 0.24283911287784576, 0.04948239400982857, -0.054168958216905594
625662.2802840001, -9.680368398427964, 1.4221920968592168, 2.0558225512504578, 0.24706555902957916, 0.04642242193222046, -0.059579700231552124
625662.290283, -9.6790217846632, 1.475181903988123, 1.9450526055693627, 0.24979041516780853, 0.050556428730487823, -0.062210701406002045
625662.300283, -9.693242213129997, 1.4983838018774986, 1.875746289342642, 0.2555364668369293, 0.04674224928021431, -0.0666017234325409
625662.310282, -9.682164663076401, 1.5385003790259362, 1.8474554134905339, 0.26437488198280334, 0.050539031624794006, -0.07092209160327911
625662.320281, -9.646390812993051, 1.5561637942492963, 1.8275475445389748, 0.27573272585868835, 0.05640943720936775, -0.07187763601541519
625662.33028, -9.61600224852562, 1.52293260589242, 1.824104265421629, 0.2878303825855255, 0.06878162175416946, -0.07293696701526642
625662.34028, -9.625432053208351, 1.4727867382764817, 1.8787400637567044, 0.29544195532798767, 0.07382245361804962, -0.0685342326760292
625662.350279, -9.673631821274759, 1.4898512524366379, 1.9672060976922514, 0.29877015948295593, 0.07064923644065857, -0.06110483035445213
625662.360278, -9.699379450678826, 1.5115562631189825, 2.02902841642499, 0.30138006806373596, 0.06139181926846504, -0.06082786247134209
625662.370278, -9.69548812866211, 1.5199389776587486, 2.0291773742437362, 0.2914840877056122, 0.04422609508037567, -0.06557081639766693
625662.380277, -9.79009198486805, 1.5890953128039838, 2.083813903480768, 0.2752110958099365, 0.01852419413626194, -0.08158865571022034
625662.390276, -9.913583425283433, 1.589244562983513, 2.0875559753179553, 0.26863425970077515, -0.007260637823492289, -0.09881307184696198
625662.400275, -9.979448216557504, 1.6130455081164838, 2.0068740472197533, 0.2593318223953247, -0.008649742230772972, -0.11429215967655182
625662.410275, -10.033632609844208, 1.654359010308981, 1.9330773617327215, 0.25780171155929565, -0.007567469496279955, -0.12234494090080261
625662.420274, -9.919721247553825, 1.7070498785376549, 1.8425161242485046, 0.2617762088775635, -0.01432763785123825, -0.11612965166568756
625662.430273, -9.793533071279526, 1.7307006964087488, 1.790873223245144, 0.26507818698883057, -0.02247272990643978, -0.10466675460338593
625662.440273, -9.809700622558594, 1.7413285955786706, 1.7721618407964708, 0.2652986943721771, -0.008573426865041256, -0.09421038627624512
625662.450272, -9.871372375488281, 1.7080976995825767, 1.694323852211237, 0.26961657404899597, -0.0015093066031113267, -0.08562564849853516
625662.460271, -9.81119809448719, 1.697469800412655, 1.69118024289608, 0.2750028073787689, -0.0036896364763379097, -0.08231054246425629
625662.47027, -9.737850621342659, 1.6332534854114056, 1.7158796127140523, 0.2780493497848511, -0.009382235817611217, -0.08393606543540955
625662.4802700001, -9.699829686284065, 1.5609538333117963, 1.802549089640379, 0.27309879660606384, -0.007613097783178091, -0.08690895140171051
625662.4902690001, -9.747280426025391, 1.47263719573617, 1.8841292962431908, 0.2701265513896942, -0.00971930380910635, -0.09325549006462097
625662.5002680001, -9.751621983647347, 1.3677055487036707, 1.9697518292069436, 0.2672061324119568, -0.018498148769140244, -0.10407884418964386
625662.5102680001, -9.764941940903665, 1.2981000012159347, 2.08336498349905, 0.2590736448764801, -0.033897340297698975, -0.10987506806850433
625662.5202670001, -9.75745867431164, 1.2307402230799198, 2.195331854224205, 0.25244688987731934, -0.041113175451755524, -0.11508740484714508
625662.5302660001, -9.72332906126976, 1.171912482753396, 2.2076058907806875, 0.24746356904506683, -0.04012228175997734, -0.11739404499530792
625662.5402660001, -9.673033066391945, 1.1082947033643724, 2.251015765964985, 0.2446475327014923, -0.03751744329929352, -0.11620814353227615
625662.5502650001, -9.612561162114144, 1.0386897405982018, 2.2303600381314754, 0.2452898621559143, -0.03378362953662872, -0.11441795527935028
625662.5602640001, -9.560168355703354, 1.0214753184467555, 2.119589946269989, 0.24375320971012115, -0.021643076092004776, -0.11227544397115707
625662.5702630001, -9.541905747056008, 1.0232715100049974, 1.9880137069523336, 0.23973318934440613, -0.019289307296276093, -0.11204072833061218
625662.5802628751, -9.462870102524757, 1.023571033626795, 1.8595799075067043, 0.23594138026237488, -0.03202987089753151, -0.11521016061306
625662.5902618751, -9.391469167470932, 0.9999202157557011, 1.703304444551468, 0.22594697773456573, -0.04591594263911247, -0.1290391981601715
625662.6002608751, -9.394911423325539, 0.9692339549213649, 1.6368435296416284, 0.2268250286579132, -0.061818476766347885, -0.1392175257205963
625662.6102608751, -9.3964094799757, 0.8997785346955062, 1.5161939822137356, 0.22222837805747986, -0.060036636888980865, -0.1512318104505539
625662.6202598751, -9.336983642578126, 0.8343646368384362, 1.4236867913603783, 0.22616134583950043, -0.07217053323984146, -0.15364676713943481
625662.6302588751, -9.284890213608742, 0.7931999462842941, 1.3626139394938948, 0.22788283228874207, -0.07638870179653168, -0.14732587337493896
625662.6402588751, -9.318421656489372, 0.7837697030603886, 1.2660642760992051, 0.23154734075069427, -0.07006395608186722, -0.14022774994373322
625662.6502578751, -9.331595433354378, 0.8360112127661705, 1.0993108950555326, 0.23256158828735352, -0.04901263117790222, -0.13738970458507538
625662.660256875, -9.322912318110467, 0.868044452816248, 0.9295646166801453, 0.2347823977470398, -0.047402217984199524, -0.13281333446502686
625662.670255875, -9.2383381909132, 0.8699903330951929, 0.8406483471393585, 0.23264048993587494, -0.05067797005176544, -0.13336561620235443
625662.680255875, -9.267677764892579, 0.8376575694233179, 0.7497889016568661, 0.23120132088661194, -0.06707318872213364, -0.1378580927848816
625662.690254875, -9.376350606679917, 0.7976906079053879, 0.7188014361262322, 0.22937215864658356, -0.06674204766750336, -0.1425352543592453
625662.700253875, -9.491311544179917, 0.7399107617139816, 0.7110187920928002, 0.22933781147003174, -0.06844380497932434, -0.1441081166267395
625662.710253875, -9.48831835448742, 0.6831788827478886, 0.7298798632621766, 0.23063358664512634, -0.07397136092185974, -0.14519229531288147
625662.720252875, -9.5017903393507, 0.6738981089740992, 0.7490401656925678, 0.22758959233760834, -0.07063708454370499, -0.146612286567688
625662.730251875, -9.509124501943589, 0.6511454234272241, 0.7559251159429551, 0.23119202256202698, -0.05992864444851875, -0.14665533602237701
625662.740251875, -9.50672948241234, 0.6506963572651148, 0.7774804379045964, 0.23317207396030426, -0.05744551494717598, -0.1457834243774414
625662.750250875, -9.619146881103516, 0.6973993112146855, 0.8545701290667057, 0.22891850769519806, -0.05099578574299812, -0.1462830752134323
625662.760249875, -9.742041905522347, 0.7593705877661705, 0.9096566015481949, 0.22786177694797516, -0.03724668547511101, -0.1465991884469986
625662.770249875, -9.733955790996552, 0.8244848158210516, 0.8713343887031079, 0.22388625144958496, -0.027849195525050163, -0.14918865263462067
